"Kremnicke vrchy Ecological Experimental Station - Slovakia";"4c3159e4-4630-4309-940b-8ece71514b77"
"IT13-Gulf of Naples - Italy";"0f59e22d-1db8-481e-a8b7-f2810fcfc178"
"Krivoklat forests and xeric grasslands - Czechia";"09f97e46-5c37-494e-b476-d5ec32ca909a"
"Petrohan-Ponor - Bulgaria";"3d8dd081-e6c5-4233-b2bb-7a353bcab094"
"Siljansfors Experimental Forest - Sweden";"731d6178-0dae-429b-81f0-19b6dbeae22a"
"Loch Grannoch - United Kingdom";"18240efb-b9e1-4b18-ab5b-7e77ddc86c15"
"Loch Tinker - United Kingdom";"17a4f45d-18ff-4266-84fe-497010dc72c9"
"Loch Chon - United Kingdom";"e6803261-4e99-438e-b17e-3ee0525c7c70"
"Kindla, IM-site SE15 - Sweden";"9aa88bb6-b4a9-4569-8520-3d26643e6de9"
"Gammtratten, IM-site SE16 - Sweden";"27415652-8de8-40e7-92c1-f82526116a2d"
"Bälgsjön - Sweden";"063cd89b-59c9-43b1-bea2-2089cf90f521"
"Masby - Sweden";"3d5bce60-7908-4985-8484-3b06d9ba2ff8"
"Tara - Serbia";"31f51481-40c9-4047-9043-79fae33ec9a8"
"Kopaonik National Park - Serbia";"6c636750-d0a7-4df3-bcdb-6146bc915496"
"Lago Bidighinzu - Italy";"3707cf71-7e04-41e3-8afc-518b293f6c07"
"Lago Cedrino - Italy";"9010f9db-3d6b-4253-9604-4e10f6714000"
"Lago Cuga - Italy";"3b9c3c88-6774-49cb-a0fa-687e6ab1ce61"
"Lago Monte Lerno - Italy";"625a2aac-4b37-4366-8693-7d97b95759dc"
"Lago Temo - Italy";"5bd7ec0b-8215-4764-8f4a-9b1d42c95e24"
"Lago Sos Canales - Italy";"e8374da3-1644-460b-bd4c-bf669514dd22"
"Golfo dell'Asinara - Italy";"1c9f9148-e8dc-4b67-ac13-ce387c5a6a2f"
"Lago di Garda - Italy";"c713db56-373c-46cc-8828-ce8cadc4f3bb"
"LTSER Neajlov catchment - Romania";"a6af4965-8352-461a-84b0-0cac30559ad7"
"KISKUN LTER - Hungary";"124f227a-787d-4378-bc29-aa94f29e1732"
"Rimov reservoir - Czechia";"ef2ae321-6e94-4170-9616-9a54f529643c"
